mean_norm_loaded_hipjoint_moment,std_norm_loaded_hipjoint_moment,mean_norm_loaded_kneejoint_moment,std_norm_loaded_kneejoint_moment,mean_norm_loaded_hipjoint_power,std_norm_loaded_hipjoint_power,mean_norm_loaded_kneejoint_power,std_norm_loaded_kneejoint_power,mean_loaded_hipjoint_speed,std_loaded_hipjoint_speed,mean_loaded_kneejoint_speed,std_loaded_kneejoint_speed,mean_loaded_hipjoint_kinematics,std_loaded_hipjoint_kinematics,mean_loaded_kneejoint_kinematics,std_loaded_kneejoint_kinematics,mean_norm_noload_hipjoint_moment,std_norm_noload_hipjoint_moment,mean_norm_noload_kneejoint_moment,std_norm_noload_kneejoint_moment,mean_norm_noload_hipjoint_power,std_norm_noload_hipjoint_power,mean_norm_noload_kneejoint_power,std_norm_noload_kneejoint_power,mean_noload_hipjoint_speed,std_noload_hipjoint_speed,mean_noload_kneejoint_speed,std_noload_kneejoint_speed,mean_noload_hipjoint_kinematics,std_noload_hipjoint_kinematics,mean_noload_kneejoint_kinematics,std_noload_kneejoint_kinematics
0.239042357,0.131223721,0.299308629,0.317140455,0.441068278,0.240712879,0.300698903,0.285012241,1.878586064,0.304374387,0.990100019,0.309664799,17.450871,2.347224041,18.3089579,4.900807672,0.069030545,0.094373128,0.067207908,0.189594855,0.15870598,0.22506705,0.108198457,0.217858381,2.218496456,0.279387179,1.292934416,0.238832121,8.949851567,4.274482471,14.67102199,4.332174302
0.236439755,0.13129839,0.294557722,0.316908696,0.435164607,0.241015281,0.29499337,0.283044705,1.874472625,0.306903853,0.98670297,0.311206118,17.32233772,2.357952783,18.24156188,4.902586228,0.067873955,0.094132824,0.063591076,0.189130838,0.156060398,0.224438458,0.104082629,0.216015925,2.217799578,0.283957345,1.288706424,0.242557113,8.805501248,4.274269188,14.58694328,4.33114884
0.233879489,0.131364497,0.289847435,0.316666881,0.429375098,0.241378603,0.289341547,0.281083478,1.870411748,0.309373513,0.983392615,0.312781432,17.19409975,2.368936587,18.17441357,4.904325185,0.066701641,0.093892367,0.060016528,0.188663319,0.153375113,0.223778202,0.100035625,0.214177971,2.217053761,0.288529053,1.284494305,0.246354469,8.661200367,4.274155026,14.50313898,4.329963922
0.231362002,0.131421904,0.285176334,0.316414903,0.423700526,0.241799213,0.283742137,0.279130734,1.866402322,0.311784139,0.980173265,0.314390614,17.06615068,2.380176788,18.10749864,4.906021704,0.065513429,0.093651378,0.05648312,0.188193127,0.150649236,0.223083937,0.096054951,0.212348793,2.21625908,0.2930959,1.280300955,0.250219544,8.516947153,4.274140619,14.41960143,4.328634403
0.228887995,0.131469504,0.280543605,0.316154603,0.418141591,0.242269442,0.278197121,0.27719487,1.862451288,0.314127491,0.977050111,0.316028757,16.93848358,2.391655783,18.04081633,4.907686694,0.064308477,0.09340976,0.052990769,0.187720597,0.147880287,0.222353197,0.092139964,0.210531036,2.215412575,0.297649455,1.276129151,0.254147676,8.372741682,4.274225492,14.33633038,4.327164838
0.226459319,0.131506176,0.275948475,0.315886325,0.412702185,0.242782336,0.272707869,0.275280009,1.858560918,0.316397288,0.97402931,0.317692867,16.81110402,2.40337419,17.97437013,4.90933292,0.063086551,0.093167952,0.049538784,0.18724542,0.145068137,0.221586743,0.088289103,0.208726111,2.214513168,0.302184479,1.271981128,0.258133621,8.2285905,4.27441457,14.25332521,4.325559333
0.22407432,0.131533149,0.271390377,0.315608792,0.407382446,0.243336657,0.267273826,0.273387973,1.854739777,0.318591261,0.971121046,0.319380517,16.68400736,2.415339064,17.90814192,4.910943646,0.061847214,0.092926114,0.046126788,0.18676752,0.142211842,0.220784022,0.08450084,0.206935311,2.213557772,0.306696172,1.267859413,0.262171489,8.084496734,4.274707085,14.17058489,4.32381706
0.221733513,0.131549264,0.266868114,0.315323909,0.402181996,0.24392488,0.261896235,0.271526202,1.850989376,0.320708558,0.968327569,0.321090994,16.55717932,2.427530857,17.84212114,4.912530168,0.060589973,0.092684871,0.042754349,0.186286769,0.139310727,0.219945378,0.080773884,0.205160978,2.212543067,0.311178939,1.263766172,0.2662575,7.940466649,4.275103506,14.08810897,4.321943612
0.219440313,0.131551247,0.262381387,0.315032594,0.397106404,0.244535189,0.256578214,0.269701159,1.847308792,0.322739979,0.965652301,0.322819426,16.43063125,2.439944646,17.77631793,4.914117329,0.059315023,0.092444001,0.039420652,0.185803626,0.136365479,0.219069878,0.077106649,0.203404674,2.211467748,0.315627525,1.259701514,0.270387635,7.796508606,4.275606161,14.00589722,4.319945642
0.217190285,0.13154157,0.257928841,0.314734572,0.392149237,0.245168105,0.251317629,0.267915591,1.843704347,0.324686057,0.963100579,0.324567914,16.30434244,2.452572567,17.71070334,4.91569557,0.058023289,0.092201789,0.036123146,0.185319741,0.133377578,0.21815439,0.0734957,0.201669784,2.210331531,0.320037212,1.255666702,0.274556685,7.652622689,4.276219875,13.92394517,4.317833984
0.214983827,0.13151921,0.253509807,0.314430534,0.387311609,0.245816807,0.246114852,0.266173551,1.84017999,0.326547239,0.96067758,0.32633454,16.17830531,2.465407657,17.64526651,4.91726548,0.056712861,0.091960269,0.032862207,0.184834366,0.13034276,0.217200692,0.069940443,0.199956613,2.209129799,0.324402693,1.251661944,0.278760259,7.508809921,4.276941704,13.84224918,4.31561308
0.212824781,0.131480672,0.249123988,0.314120951,0.382600981,0.246468003,0.240975274,0.264483818,1.836739984,0.328314328,0.958394159,0.328109665,16.05253944,2.478450338,17.58002177,4.91884431,0.055382293,0.091721867,0.029638722,0.184345971,0.127258505,0.216213179,0.066440222,0.198266062,2.207860165,0.328718682,1.247688927,0.282994508,7.365073573,4.277772074,13.76080536,4.313287724
0.210708949,0.131428383,0.244770144,0.313806058,0.378010201,0.247119699,0.235894936,0.262847248,1.833387385,0.329989356,0.956249581,0.32989492,15.92701916,2.491682597,17.51494952,4.92041909,0.054032903,0.091484862,0.026451487,0.183856078,0.124127494,0.215188712,0.062993366,0.196601285,2.206520957,0.33298003,1.243748923,0.2872547,7.221420154,4.278711061,13.67961483,4.310863279
0.208636023,0.1313616,0.240446446,0.313486609,0.373536606,0.247766116,0.230872961,0.261268295,1.830119343,0.331577603,0.95424349,0.33169231,15.80173403,2.505099815,17.4500277,4.9220016,0.052664518,0.091249635,0.023299495,0.183364073,0.120949883,0.214127839,0.059597509,0.194962851,2.205108716,0.337183599,1.239842864,0.291535552,7.077855047,4.279757756,13.59867538,4.308339942
0.20660827,0.13127813,0.236152709,0.313163256,0.369186671,0.248397683,0.225914927,0.259756007,1.82694523,0.333070579,0.952387939,0.333494012,15.67669133,2.518695211,17.38525866,4.923603711,0.051276983,0.091017231,0.020181928,0.182869929,0.117726129,0.213033463,0.0562517,0.193351307,2.203619407,0.341326687,1.235970572,0.29583498,6.934387782,4.280915675,13.51798815,4.305722941
0.204623397,0.131178409,0.231887886,0.312836696,0.364955911,0.249008933,0.221017949,0.25831216,1.823863614,0.33446698,0.950679926,0.335301647,15.55187533,2.532445262,17.3206317,4.925226642,0.049870798,0.090787805,0.017097607,0.182373792,0.114457341,0.211906427,0.052953265,0.191767741,2.202052569,0.345406686,1.232130892,0.300148409,6.791021918,4.282188155,13.43754862,4.303022388
0.202681263,0.131063354,0.227650701,0.312506302,0.360843283,0.249597749,0.21618053,0.256939923,1.820876726,0.335765508,0.949124747,0.337114023,15.42728538,2.546356844,17.25612779,4.926868419,0.048445773,0.090561567,0.014045789,0.181876173,0.111143233,0.210747071,0.049700934,0.190214227,2.200406806,0.349418201,1.228324042,0.304471696,6.647761296,4.283575012,13.35735504,4.300247883
0.200782997,0.130931644,0.223440516,0.312173004,0.356851712,0.250154712,0.211406302,0.255646434,1.817989751,0.336965235,0.947729258,0.338924156,15.30291699,2.560415338,17.19174436,4.928530707,0.047002066,0.090338979,0.011025375,0.181377032,0.107784517,0.209557109,0.046492614,0.188691565,2.198678942,0.353358963,1.224549298,0.308801407,6.504609619,4.28507449,13.27740257,4.297404906
0.19892554,0.130783199,0.219256245,0.311837492,0.352975397,0.250674494,0.206693909,0.254434733,1.815203376,0.338067011,0.946493539,0.34073198,15.17875485,2.57460168,17.12746957,4.930219761,0.045539426,0.090120994,0.008035692,0.180876235,0.10438102,0.208338519,0.043327108,0.18719988,2.196863367,0.357223573,1.220805781,0.313133251,6.361572124,4.286684058,13.1976905,4.294495336
0.197108388,0.130617707,0.215096486,0.311499488,0.349211681,0.251153461,0.202040707,0.253307467,1.812516333,0.339072408,0.945416321,0.342538418,15.05479831,2.588918587,17.06329056,4.931941954,0.044057712,0.089907894,0.00507589,0.180373476,0.100932922,0.207092556,0.040201702,0.185739748,2.194956871,0.361008782,1.217093944,0.317461871,6.218653295,4.288401164,13.11821495,4.291519033
0.195329692,0.130435041,0.210960741,0.311159967,0.345557081,0.251586116,0.197448478,0.252269423,1.809929057,0.3399829,0.944501311,0.344340774,14.93103214,2.603346448,16.99919149,4.933693521,0.042557396,0.089700778,0.002145086,0.179869147,0.097442739,0.205823708,0.037115741,0.18431211,2.192958834,0.364714673,1.213412506,0.321785654,6.075866102,4.290229175,13.03897729,4.28848624
0.193587979,0.13023518,0.206848644,0.310818995,0.342010983,0.251966964,0.192919156,0.25132575,1.807448876,0.34079415,0.943756072,0.346133568,14.8074529,2.617873202,16.93516698,4.935480066,0.041038546,0.089500126,-0.000757876,0.179362991,0.093911239,0.204534404,0.034067149,0.182917354,2.190868097,0.368339651,1.209760066,0.326100579,5.933214084,4.292170389,12.95997532,4.285405007
0.191882406,0.130017919,0.202759268,0.31047615,0.338569885,0.25229434,0.188448753,0.250478122,1.805073298,0.341504044,0.943175926,0.347920023,14.68406437,2.632497477,16.87120392,4.93730741,0.039500897,0.089306764,-0.003633681,0.178855527,0.090338166,0.203227488,0.03105515,0.181556909,2.188680268,0.371881918,1.206135216,0.330404009,5.790702489,4.294220625,12.88120668,4.282282013
0.190209348,0.129783343,0.198692347,0.310131878,0.335226511,0.252564881,0.184036521,0.24972805,1.80280162,0.342115425,0.942763284,0.349695856,14.56084335,2.647196935,16.80728647,4.939166339,0.037944807,0.089120719,-0.006483652,0.178346372,0.086724662,0.201903724,0.028077197,0.180230143,2.186393558,0.375339026,1.202535715,0.334692377,5.648334933,4.296380271,12.80266689,4.27912331
0.188568025,0.129530517,0.194647503,0.30978636,0.331981092,0.252770269,0.179688364,0.249084035,1.800636686,0.342625664,0.942524766,0.351455514,14.43779084,2.661959981,16.74340704,4.941065716,0.036370453,0.088942614,-0.009308494,0.177835725,0.083072641,0.200565887,0.025132129,0.178937771,2.184005909,0.378710691,1.198960462,0.338962114,5.506123362,4.298647936,12.72435653,4.275933006
0.186954971,0.129260371,0.190623224,0.309439033,0.328823125,0.252912028,0.175396882,0.248542923,1.79857372,0.343042345,0.942450261,0.353205335,14.31489695,2.676786409,16.67954975,4.943006367,0.034776851,0.088772868,-0.012109001,0.177323244,0.079379856,0.199215328,0.022218238,0.177679545,2.181511745,0.381989452,1.19540779,0.343208092,5.364068617,4.301019376,12.64627241,4.272712443
0.185368063,0.128972284,0.186619562,0.309090035,0.325749185,0.252986796,0.171161263,0.248105224,1.796613224,0.343364202,0.942540818,0.354941917,14.19214805,2.691649509,16.6157081,4.944989245,0.033163903,0.088612041,-0.014885931,0.176808624,0.075647446,0.197855346,0.019334942,0.176454255,2.178910045,0.385176817,1.191875552,0.347427152,5.222182975,4.303495711,12.56841823,4.269464879
0.183806899,0.128666272,0.182635883,0.308739262,0.322761067,0.252988667,0.166987093,0.247781195,1.794763449,0.343584571,0.942808442,0.356656813,14.06954748,2.706546506,16.5518646,4.947014003,0.031531587,0.088460722,-0.017640189,0.176292111,0.071876598,0.19648898,0.016481017,0.175262976,2.176199563,0.388275129,1.188361762,0.351617769,5.080475721,4.30607666,12.49079132,4.266199871
0.18226648,0.1283438,0.178671022,0.308386173,0.319845822,0.252921238,0.162867074,0.247565382,1.793017461,0.343712811,0.943242222,0.358356178,13.94707903,2.721469191,16.48800642,4.949079509,0.029880073,0.088319206,-0.020372875,0.175773866,0.068068303,0.195118785,0.013654686,0.174105852,2.173379888,0.39128359,1.184864292,0.35577666,4.938951058,4.308762199,12.41338867,4.262925937
0.180744673,0.128004569,0.174724631,0.308030896,0.316998496,0.252782372,0.158798943,0.247457398,1.791371284,0.343746597,0.943839866,0.360038324,13.82473651,2.736395171,16.42412606,4.951187799,0.028208748,0.088188168,-0.023085043,0.175253694,0.06422202,0.193747416,0.010854589,0.172982377,2.170447307,0.394201136,1.181379981,0.359901266,4.79761255,4.311547836,12.33620747,4.259647431
0.179240651,0.127647417,0.170796051,0.307673244,0.314217814,0.252566432,0.154788677,0.247466559,1.789828568,0.343683737,0.94460902,0.361695482,13.70252188,2.751323051,16.36021143,4.953337909,0.026516987,0.088068172,-0.025777324,0.174731666,0.060338111,0.192376697,0.008080071,0.171892444,2.16739694,0.397028534,1.177905821,0.363988485,4.656472704,4.314426516,12.25924943,4.256365652
0.177748686,0.127274777,0.166884857,0.307312677,0.311492415,0.252278325,0.150829487,0.247586734,1.788388005,0.343529892,0.94554362,0.363332439,13.5804121,2.766229452,16.2962423,4.955529313,0.024804619,0.087959368,-0.02845066,0.17420766,0.056416588,0.191009569,0.005329626,0.170835515,2.164230457,0.399764855,1.174439784,0.368034954,4.515534141,4.317401247,12.18251085,4.253087848
0.176266599,0.126888068,0.162990084,0.306949381,0.30881478,0.25192039,0.146918087,0.247815866,1.78704237,0.343286773,0.946634183,0.36495032,13.45840674,2.781108172,16.23221274,4.957763165,0.023070793,0.087862326,-0.031105442,0.173681876,0.052456558,0.189647658,0.002602722,0.169811704,2.160941173,0.402401608,1.170979668,0.372034915,4.374810544,4.320465393,12.10599471,4.249814498
0.174793366,0.126485047,0.159111411,0.306583326,0.306183404,0.251487353,0.143059063,0.248161314,1.785794821,0.342949806,0.947888412,0.366540747,13.33650927,2.795949922,16.16811747,4.960038502,0.021315289,0.087777843,-0.033742741,0.173153786,0.048459537,0.188294913,-0.00010166,0.168819107,2.157530006,0.404947499,1.167521313,0.375987703,4.234311083,4.32361996,12.02970143,4.24655252
0.173323847,0.12606824,0.155248102,0.306214231,0.30358846,0.250983006,0.139247154,0.248617611,1.784641508,0.342527611,0.949301087,0.368105423,13.2146967,2.810740345,16.10393571,4.96234844,0.019537483,0.087706082,-0.036363258,0.172623573,0.044425019,0.186953625,-0.002783813,0.167857105,2.15399636,0.40740396,1.164061299,0.379891635,4.094039187,4.326862751,11.95362876,4.243308346
0.171854529,0.12563896,0.15139966,0.30584193,0.301020042,0.250412458,0.135478447,0.249181869,1.783581297,0.342019587,0.950863861,0.36964808,13.09296217,2.825469825,16.03965602,4.964696781,0.017736312,0.087647105,-0.038967426,0.172091597,0.040351739,0.185625143,-0.005444253,0.166925875,2.150338464,0.409771375,1.160596247,0.383743913,3.954001079,4.330190673,11.87777559,4.240086417
0.170383476,0.125197136,0.147565599,0.305466987,0.298473248,0.249775011,0.131754427,0.249856577,1.782610022,0.341423838,0.952576872,0.371163245,12.97131095,2.84012634,15.97527432,4.967084355,0.015910963,0.087601051,-0.041555429,0.171558317,0.036239783,0.184310361,-0.008082814,0.166025749,2.146554001,0.412048689,1.157123935,0.387541183,3.814210805,4.333601937,11.80214728,4.236890459
0.168907023,0.124743837,0.143745199,0.305089213,0.295942048,0.249071335,0.128073254,0.250639341,1.781724498,0.340746262,0.954438617,0.372649922,12.84972725,2.854692236,15.9107728,4.96950082,0.014059526,0.087568507,-0.044127449,0.171023944,0.03208637,0.183012622,-0.010699648,0.165155964,2.142641103,0.414239799,1.153639995,0.391281636,3.674674996,4.33708992,11.72674051,4.233725378
0.167420669,0.124281194,0.139937948,0.304708493,0.293413797,0.248308594,0.124430012,0.25152621,1.780924171,0.339987334,0.956439724,0.374112822,12.72820607,2.869169624,15.84614238,4.971950361,0.012179966,0.087549416,-0.046683546,0.170488468,0.02788856,0.181732733,-0.013295228,0.164315495,2.138595946,0.416341407,1.150140509,0.394960822,3.535400356,4.340648455,11.65155607,4.230589506
0.165921176,0.123809856,0.13614345,0.304325222,0.290880013,0.247488536,0.120823499,0.252514299,1.780201017,0.339149938,0.958574045,0.375548942,12.60674238,2.883539109,15.78137465,4.974431343,0.010270881,0.087544266,-0.0492238,0.169952287,0.023645386,0.180472334,-0.015868769,0.163503512,2.134415894,0.418353693,1.146620329,0.398576823,3.396398987,4.34427287,11.57659665,4.227487041
0.164405791,0.123329769,0.132361131,0.303939049,0.288336882,0.246611002,0.117254285,0.253603222,1.779553038,0.338236588,0.960846741,0.376950086,12.48533109,2.89777751,15.71645772,4.976933947,0.008330947,0.087553012,-0.051748123,0.169415694,0.019355625,0.179232717,-0.018419726,0.162720079,2.130103313,0.42028255,1.143077647,0.402127886,3.257679029,4.347966676,11.50186422,4.224426496
0.16287022,0.122843847,0.128590199,0.303549712,0.285772283,0.245683411,0.113717576,0.25478857,1.778980042,0.33724541,0.963243414,0.378325632,12.36396513,2.911897992,15.65138148,4.979461329,0.006358999,0.087575247,-0.054256822,0.168878932,0.015018253,0.178014167,-0.020948163,0.161964136,2.125657091,0.422132758,1.139507499,0.405612891,3.119248141,4.351724568,11.42735841,4.221409454
0.161311389,0.122353986,0.124830327,0.303157883,0.283177898,0.244709976,0.110210145,0.256063271,1.778472692,0.336184353,0.965754805,0.379673857,12.2426375,2.925880595,15.58613886,4.982014571,0.004352534,0.087610898,-0.056749522,0.168342507,0.010629581,0.176817367,-0.023452683,0.161234705,2.121074919,0.423904371,1.135905441,0.409029694,2.981115529,4.355541794,11.35308319,4.218438519
0.159726268,0.12186027,0.121080715,0.302763369,0.280547393,0.243692192,0.10673267,0.257426495,1.778029108,0.335056714,0.968383394,0.380991692,12.1213431,2.939707882,15.52071452,4.98457814,0.002309335,0.087659993,-0.059226038,0.167806613,0.006185941,0.17564405,-0.025932867,0.160531144,2.116357671,0.425599962,1.13226789,0.412376063,2.843284177,4.359415812,11.27903774,4.215518667
0.158109896,0.121364545,0.117341356,0.302366059,0.277869914,0.242635207,0.103282883,0.258874212,1.777647026,0.333858844,0.971118291,0.382281846,12.00007948,2.95337872,15.45510849,4.987153513,0.000227544,0.087722236,-0.061686341,0.167271589,0.001685382,0.174494298,-0.028388554,0.159853132,2.111504159,0.427219322,1.128591815,0.415649028,2.705764797,4.36334223,11.20522426,4.212650391
0.156458957,0.120869051,0.113611908,0.301966573,0.275135753,0.241544354,0.099855749,0.260398078,1.777316995,0.332606721,0.973950508,0.383545583,11.87883584,2.966884325,15.38931315,4.989747262,-0.001895652,0.0877983,-0.064130064,0.166737572,-0.002875476,0.173369469,-0.030818588,0.159198911,2.106509879,0.428766419,1.124870754,0.418845277,2.568575415,4.367308299,11.13165149,4.209831316
0.154769027,0.120375588,0.109892296,0.301564462,0.272336053,0.240423921,0.096452468,0.261996131,1.777035793,0.331295603,0.976877204,0.384778709,11.75761604,2.980213079,15.32331493,4.992344108,-0.004062409,0.087888427,-0.066556909,0.166205307,-0.007499122,0.172270453,-0.03322166,0.158568464,2.101372781,0.430241331,1.121098882,0.421962898,2.431726312,4.371312245,11.05832079,4.207070652
0.153034523,0.11988461,0.106182598,0.301160127,0.269458999,0.239275664,0.09307114,0.263664142,1.776799807,0.329926923,0.979891008,0.385982555,11.6364135,2.993347151,15.25710619,4.994941031,-0.006274069,0.08799177,-0.068966877,0.165675133,-0.012186856,0.171196096,-0.035596656,0.157960451,2.096096215,0.43165266,1.117273512,0.425002459,2.295222635,4.375352495,10.98523339,4.204366413
0.151252727,0.119398582,0.102482506,0.300754083,0.266496136,0.238105185,0.08970777,0.265394193,1.77659907,0.328513192,0.982975783,0.387160155,11.51522095,3.006283303,15.1906863,4.997544377,-0.008532599,0.088107636,-0.071359778,0.165147378,-0.016941912,0.170147019,-0.037942841,0.157374132,2.090681452,0.433002017,1.11339156,0.427962714,2.159067518,4.379426558,10.91239087,4.201723072
0.149419027,0.118918724,0.098792337,0.300346126,0.263438567,0.236915592,0.086364219,0.267183712,1.776432731,0.327050478,0.98612901,0.388308618,11.39404003,3.019018846,15.12404648,5.000140268,-0.010840462,0.088235649,-0.073735322,0.164622173,-0.021767879,0.169123531,-0.040259383,0.156808075,2.085127203,0.434292461,1.109447566,0.430842353,2.023268553,4.383530893,10.83979682,4.199143942
0.147528565,0.118445484,0.095112253,0.299935539,0.260275082,0.235709208,0.083038584,0.26902493,1.77629328,0.325548594,0.989343944,0.389431483,11.27286521,3.031542706,15.05717606,5.002715526,-0.013201074,0.088376167,-0.07609275,0.164099806,-0.026669474,0.168127373,-0.042544303,0.156260242,2.079433492,0.43552834,1.105436426,0.433639148,1.887838224,4.387660918,10.76745684,4.196628363
0.145576498,0.117979703,0.091443219,0.299523069,0.256995149,0.234487147,0.079728828,0.270912219,1.776171571,0.324017254,0.992607177,0.390529361,11.15169407,3.043843474,14.99008304,5.00529305,-0.015617588,0.088529109,-0.078431492,0.16358058,-0.031650714,0.167158569,-0.04479607,0.155729309,2.073598439,0.436708269,1.101353257,0.436350188,1.752790813,4.391809064,10.69537732,4.194169627
0.143557829,0.117522567,0.08778548,0.29910893,0.253589428,0.233250992,0.076436752,0.272843115,1.776068317,0.322449713,0.995913141,0.391601173,11.03052148,3.055919463,14.9227547,5.007856482,-0.018090963,0.088694,-0.080751475,0.163065081,-0.036712269,0.16621811,-0.047013692,0.155215365,2.067626054,0.437840135,1.097195971,0.43897644,1.618126117,4.395973675,10.62355846,4.19177745
0.141467209,0.117075664,0.084139584,0.29869135,0.250044606,0.232005566,0.073160994,0.274805283,1.775971019,0.320859705,0.999250631,0.392650461,10.90934981,3.06775931,14.85517962,5.01037842,-0.020624954,0.088871834,-0.083052009,0.162553566,-0.041856531,0.165305552,-0.049194292,0.154715402,2.061504807,0.438925806,1.092951247,0.441511756,1.483879977,4.400127895,10.55201942,4.189443253
0.139300755,0.116639045,0.080506746,0.298272015,0.246354048,0.230749898,0.069901999,0.276796116,1.775872982,0.319253767,1.002607556,0.393678049,10.78818182,3.079357075,14.7873772,5.012884792,-0.023220452,0.089061142,-0.08533287,0.162046464,-0.047086356,0.164422682,-0.051337724,0.154229142,2.055246032,0.439972629,1.08862141,0.443960058,1.35003636,4.404288367,10.48075245,4.187176245
0.137053293,0.116214864,0.076887038,0.297851118,0.24250839,0.22948688,0.066660706,0.278811916,1.775771737,0.317626439,1.005975051,0.394679096,10.66701406,3.09070343,14.71933519,5.015362701,-0.025880141,0.0892611,-0.08759345,0.161544312,-0.052405186,0.163568865,-0.053442078,0.153755308,2.048849251,0.440981832,1.084201903,0.446320363,1.216605508,4.408450717,10.4097639,4.184977455
0.134720208,0.115805042,0.073280204,0.297427418,0.238494907,0.228220142,0.063434053,0.28084121,1.775654542,0.315994971,1.00934215,0.395657911,10.54584044,3.101791738,14.65103779,5.017797289,-0.028606144,0.089471725,-0.089833335,0.161047578,-0.057814926,0.162746123,-0.055505743,0.15329272,2.042317166,0.44195829,1.079689754,0.448591544,1.083594905,4.412611101,10.33905937,4.182845846
0.132298642,0.115409567,0.069687147,0.297001309,0.234310449,0.226949997,0.060223214,0.282881097,1.77551889,0.314359924,1.012699269,0.396618349,10.42466636,3.112623551,14.58249819,5.020194823,-0.031401275,0.089692889,-0.092051989,0.160555765,-0.063318517,0.16195533,-0.057527172,0.152837843,2.035647365,0.442903778,1.075077383,0.450770777,0.951021306,4.416762354,10.26865064,4.180774113
0.129783585,0.115028869,0.066108783,0.296573452,0.229946886,0.225676145,0.057030044,0.284927396,1.775358301,0.312725088,1.016036326,0.397558104,10.30349659,3.123188719,14.51372312,5.022554659,-0.034267557,0.089924752,-0.094248908,0.160069337,-0.06891847,0.161199475,-0.059503676,0.152388241,2.02884144,0.443825125,1.070359124,0.452858664,0.818887889,4.420899292,10.19854162,4.178764823
0.127173326,0.114664538,0.062543917,0.296142792,0.225397077,0.224400618,0.053850959,0.286970691,1.775161747,0.311103367,1.019341661,0.398481909,10.18232355,3.13349092,14.44469958,5.024862994,-0.03720707,0.090167603,-0.096423753,0.159589061,-0.074615221,0.160479779,-0.061433138,0.151942409,2.021900653,0.444728371,1.065530357,0.454855564,0.687210819,4.425015102,10.12874019,4.176812858
0.124463043,0.114317053,0.058993154,0.295709068,0.220654333,0.223123992,0.050687601,0.289006412,1.774925123,0.309490933,1.022602903,0.399390392,10.06115121,3.143515101,14.37542726,5.02710495,-0.040221533,0.090422041,-0.09857635,0.159115031,-0.080409192,0.159799128,-0.063314377,0.151499485,2.01482351,0.445612895,1.060584736,0.456758947,0.556000215,4.429096128,10.05925448,4.17492234
0.121649627,0.113988966,0.055457398,0.295272852,0.215715245,0.221849704,0.047542054,0.291031358,1.774639782,0.307899754,1.02580955,0.400281967,9.939991346,3.153257696,14.30592749,5.029299005,-0.043312717,0.090687562,-0.100706198,0.158647572,-0.086302433,0.15915996,-0.065145678,0.15105779,2.007613607,0.446486574,1.055519608,0.458570314,0.425259854,4.433138958,9.990090555,4.17309176
0.118730277,0.11368127,0.05193594,0.294833108,0.21057279,0.220578665,0.044412445,0.293038106,1.774295521,0.306337953,1.028948225,0.401158531,9.818840191,3.162718819,14.23619624,5.031439862,-0.046481281,0.090963801,-0.102813218,0.158186259,-0.092294795,0.158564979,-0.066926061,0.150614398,2.000273908,0.447353216,1.050331707,0.460290601,0.29499172,4.437149921,9.921253219,4.171322216
0.115701561,0.113394426,0.04842817,0.294389079,0.20522265,0.219314061,0.041297749,0.295019078,1.773892618,0.304801044,1.032010668,0.402024122,9.697695086,3.17189428,14.1662191,5.033492197,-0.04972407,0.091243934,-0.104902161,0.157738492,-0.098376763,0.158009306,-0.068658732,0.150174931,1.992806172,0.448216016,1.045015343,0.46191928,0.165211412,4.441122509,9.852753148,4.169603315
0.112562273,0.113128374,0.044934977,0.293941382,0.199663656,0.218052879,0.038201591,0.296972754,1.773416475,0.303304815,1.034980323,0.402878194,9.576569664,3.180782015,14.09602564,5.035481653,-0.053054662,0.091542637,-0.1069639,0.15729227,-0.104571567,0.157513498,-0.070332573,0.14972316,1.985211264,0.449078341,1.039565222,0.463456166,0.035926494,4.445052057,9.784598319,4.167933261
0.109309057,0.112885124,0.041456497,0.293490199,0.193891586,0.216797756,0.035123921,0.298894771,1.772862062,0.301853406,1.037850006,0.403722706,9.455469184,3.189380089,14.0256205,5.037406716,-0.056467449,0.091853319,-0.109001789,0.156852278,-0.110866607,0.157074041,-0.071949741,0.149262126,1.977492094,0.449947829,1.033977907,0.464901992,-0.092859482,4.448935102,9.716797028,4.166312283
0.105938056,0.112666571,0.037991813,0.293033931,0.187898724,0.215553819,0.032061474,0.30077348,1.772224257,0.300445678,1.04060778,0.404561167,9.334383722,3.197688081,13.95498091,5.03922956,-0.059965736,0.092176788,-0.111015009,0.156418729,-0.117264229,0.15669519,-0.073507382,0.148788488,1.969649711,0.450826557,1.02824695,0.466253517,-0.221131186,4.452769964,9.649364047,4.164738333
0.102450383,0.112473039,0.034542187,0.292573058,0.181690635,0.214320737,0.029019363,0.302610762,1.771494293,0.299096463,1.043240949,0.405397212,9.213335721,3.205710903,13.88414627,5.040975661,-0.063550528,0.092512849,-0.113003333,0.155991636,-0.123762903,0.156379905,-0.075004441,0.148301969,1.961685291,0.451715705,1.022367761,0.46751235,-0.34888071,4.456543762,9.582307628,4.163212344
0.098839406,0.112303387,0.031108399,0.292107658,0.17525734,0.213094548,0.026000703,0.304401161,1.770663773,0.297806566,1.045734039,0.406227349,9.09232852,3.21342807,13.81312001,5.042644018,-0.067222811,0.09286058,-0.114966378,0.155571293,-0.130362158,0.156130645,-0.076439233,0.147801009,1.9536014,0.452620144,1.016336858,0.468680763,-0.476102185,4.460251834,9.515634557,4.161730497
