mean_loaded_hip_extension_stiffness,mean_loaded_hip_flexion_stiffness,mean_loaded_hip_total_stiffness,mean_noload_hip_extension_stiffness,mean_noload_hip_flexion_stiffness,mean_noload_hip_total_stiffness,mean_loaded_knee_extension_stiffness,mean_loaded_knee_flexion_stiffness,mean_loaded_knee_total_stiffness,mean_noload_knee_extension_stiffness,mean_noload_knee_flexion_stiffness,mean_noload_knee_total_stiffness,std_loaded_hip_extension_stiffness,std_loaded_hip_flexion_stiffness,std_loaded_hip_total_stiffness,std_noload_hip_extension_stiffness,std_noload_hip_flexion_stiffness,std_noload_hip_total_stiffness,std_loaded_knee_extension_stiffness,std_loaded_knee_flexion_stiffness,std_loaded_knee_total_stiffness,std_noload_knee_extension_stiffness,std_noload_knee_flexion_stiffness,std_noload_knee_total_stiffness,
0.945480394952629,3.386586498111105,0.6541113638584282,0.8905770337217843,2.9513275457694057,0.8479907411228202,3.7739618674558955,5.0129873903351,3.752318487234225,2.9220564580683437,3.840310916848997,3.0490302411853336,0.3283515714243437,1.0556003782336536,0.4572678632430471,0.26693908858344206,0.6660161372755424,0.27886420362880643,0.6237751092544662,1.847796819431303,0.7568054055766593,0.34938428911786845,0.9424611439440843,0.4206706389644991
