subjects,assistive actuator,avg total power 01,avg total power 02,avg total power 03,
subject05,noload biarticular hip actuator,0.5067074298623148,0.5857746270358241,0.5889710541245949
subject07,noload biarticular hip actuator,0.7702747988822354,0.7684830555106341,0.7378783831081092
subject09,noload biarticular hip actuator,0.7074170416707994,0.6108232296924533,0.6553912226412889
subject10,noload biarticular hip actuator,1.1446672316615565,1.1239339736155993,1.1525193973689654
subject11,noload biarticular hip actuator,0.8081085564806668,0.81826574857115,0.7951453972429822
subject12,noload biarticular hip actuator,1.132553505260091,1.3054188543404397,1.3453456083350577
subject14,noload biarticular hip actuator,0.5188132088350852,0.6072887374691524,0.5419669711378465
subject05,noload biarticular knee actuator,0.8028663568737539,0.8055583216455304,0.8983442269996758
subject07,noload biarticular knee actuator,0.7795975074894846,0.721720610193981,0.7648093112357286
subject09,noload biarticular knee actuator,0.7692607097918971,0.7468089447515873,0.7584962514692704
subject10,noload biarticular knee actuator,1.0043557115474777,0.997841466990345,1.052718174860938
subject11,noload biarticular knee actuator,0.9125303930672458,1.0089126063700873,0.9603877967827356
subject12,noload biarticular knee actuator,1.0894650360137528,1.0676980607518936,1.1066382156908752
subject14,noload biarticular knee actuator,1.6702106723786776,1.6277124574680493,1.4971879951594524
subject05,loaded biarticular hip actuator,0.7693132435760154,0.7007977163780008,0.6304470251802053
subject07,loaded biarticular hip actuator,1.191684623419737,1.0822073857407037,1.16358506950695
subject09,loaded biarticular hip actuator,1.2565741628422566,1.2330992038073343,1.3040273542862315
subject10,loaded biarticular hip actuator,1.5938295928958992,1.5186500423706437,1.5738880428411697
subject11,loaded biarticular hip actuator,1.2162980959044076,1.2564956817456725,1.2690889345499627
subject12,loaded biarticular hip actuator,1.4594202572897021,1.3950349280412584,1.3392972750414567
subject14,loaded biarticular hip actuator,1.035658370431329,0.6884111923313446,0.9823404707404667
subject05,loaded biarticular knee actuator,0.9368194916652206,0.8579683250820909,0.8965892003388662
subject07,loaded biarticular knee actuator,0.9902742598628904,1.0579556986235201,0.9816717528286667
subject09,loaded biarticular knee actuator,0.8809587665003075,0.9148259753093008,0.9184872993978024
subject10,loaded biarticular knee actuator,1.5197953334221566,1.3730184468503845,1.4456466623241053
subject11,loaded biarticular knee actuator,1.1274444369530061,1.1115579340828328,1.0910644224132031
subject12,loaded biarticular knee actuator,1.30745438708909,1.2575192965222841,1.2074078137297886
subject14,loaded biarticular knee actuator,1.862209728833937,1.6365799464354474,1.5454210978365226
