bi_loaded_hipactuator_mean_extension_stiffness,bi_loaded_hipactuator_mean_flexion_stiffness,bi_loaded_hipactuator_mean_total_stiffness,bi_loaded_hipactuator_std_extension_stiffness,bi_loaded_hipactuator_std_flexion_stiffness,bi_loaded_hipactuator_std_total_stiffness,bi_loaded_kneeactuator_mean_extension_stiffness,bi_loaded_kneeactuator_mean_flexion_stiffness,bi_loaded_kneeactuator_mean_total_stiffness,bi_loaded_kneeactuator_std_extension_stiffness,bi_loaded_kneeactuator_std_flexion_stiffness,bi_loaded_kneeactuator_std_total_stiffness,mono_loaded_hipactuator_mean_extension_stiffness,mono_loaded_hipactuator_mean_flexion_stiffness,mono_loaded_hipactuator_mean_total_stiffness,mono_loaded_hipactuator_std_extension_stiffness,mono_loaded_hipactuator_std_flexion_stiffness,mono_loaded_hipactuator_std_total_stiffness,mono_loaded_kneeactuator_mean_extension_stiffness,mono_loaded_kneeactuator_mean_flexion_stiffness,mono_loaded_kneeactuator_mean_total_stiffness,mono_loaded_kneeactuator_std_extension_stiffness,mono_loaded_kneeactuator_std_flexion_stiffness,mono_loaded_kneeactuator_std_total_stiffness,bi_noload_hipactuator_mean_extension_stiffness,bi_noload_hipactuator_mean_flexion_stiffness,bi_noload_hipactuator_mean_total_stiffness,bi_noload_hipactuator_std_extension_stiffness,bi_noload_hipactuator_std_flexion_stiffness,bi_noload_hipactuator_std_total_stiffness,bi_noload_kneeactuator_mean_extension_stiffness,bi_noload_kneeactuator_mean_flexion_stiffness,bi_noload_kneeactuator_mean_total_stiffness,bi_noload_kneeactuator_std_extension_stiffness,bi_noload_kneeactuator_std_flexion_stiffness,bi_noload_kneeactuator_std_total_stiffness,mono_noload_hipactuator_mean_extension_stiffness,mono_noload_hipactuator_mean_flexion_stiffness,mono_noload_hipactuator_mean_total_stiffness,mono_noload_hipactuator_std_extension_stiffness,mono_noload_hipactuator_std_flexion_stiffness,mono_noload_hipactuator_std_total_stiffness,mono_noload_kneeactuator_mean_extension_stiffness,mono_noload_kneeactuator_mean_flexion_stiffness,mono_noload_kneeactuator_mean_total_stiffness,mono_noload_kneeactuator_std_extension_stiffness,mono_noload_kneeactuator_std_flexion_stiffness,mono_noload_kneeactuator_std_total_stiffness,bi_loaded_hipmuscles_mean_extension_stiffness,bi_loaded_hipmuscles_mean_flexion_stiffness,bi_loaded_hipmuscles_mean_total_stiffness,bi_loaded_hipmuscles_std_extension_stiffness,bi_loaded_hipmuscles_std_flexion_stiffness,bi_loaded_hipmuscles_std_total_stiffness,bi_loaded_kneemuscles_mean_extension_stiffness,bi_loaded_kneemuscles_mean_flexion_stiffness,bi_loaded_kneemuscles_mean_total_stiffness,bi_loaded_kneemuscles_std_extension_stiffness,bi_loaded_kneemuscles_std_flexion_stiffness,bi_loaded_kneemuscles_std_total_stiffness,mono_loaded_hipmuscles_mean_extension_stiffness,mono_loaded_hipmuscles_mean_flexion_stiffness,mono_loaded_hipmuscles_mean_total_stiffness,mono_loaded_hipmuscles_std_extension_stiffness,mono_loaded_hipmuscles_std_flexion_stiffness,mono_loaded_hipmuscles_std_total_stiffness,mono_loaded_kneemuscles_mean_extension_stiffness,mono_loaded_kneemuscles_mean_flexion_stiffness,mono_loaded_kneemuscles_mean_total_stiffness,mono_loaded_kneemuscles_std_extension_stiffness,mono_loaded_kneemuscles_std_flexion_stiffness,mono_loaded_kneemuscles_std_total_stiffness,bi_noload_hipmuscles_mean_extension_stiffness,bi_noload_hipmuscles_mean_flexion_stiffness,bi_noload_hipmuscles_mean_total_stiffness,bi_noload_hipmuscles_std_extension_stiffness,bi_noload_hipmuscles_std_flexion_stiffness,bi_noload_hipmuscles_std_total_stiffness,bi_noload_kneemuscles_mean_extension_stiffness,bi_noload_kneemuscles_mean_flexion_stiffness,bi_noload_kneemuscles_mean_total_stiffness,bi_noload_kneemuscles_std_extension_stiffness,bi_noload_kneemuscles_std_flexion_stiffness,bi_noload_kneemuscles_std_total_stiffness,mono_noload_hipmuscles_mean_extension_stiffness,mono_noload_hipmuscles_mean_flexion_stiffness,mono_noload_hipmuscles_mean_total_stiffness,mono_noload_hipmuscles_std_extension_stiffness,mono_noload_hipmuscles_std_flexion_stiffness,mono_noload_hipmuscles_std_total_stiffness,mono_noload_kneemuscles_mean_extension_stiffness,mono_noload_kneemuscles_mean_flexion_stiffness,mono_noload_kneemuscles_mean_total_stiffness,mono_noload_kneemuscles_std_extension_stiffness,mono_noload_kneemuscles_std_flexion_stiffness,mono_noload_kneemuscles_std_total_stiffness,
0.6114039200701484,4.317017146456995,0.9787415804724118,0.38931382785126406,1.2037554117107083,0.4574315848884802,5.545169400239151,1.3239958842556232,1.6918106226580216,2.416972962597135,1.024455181662105,0.852942966969841,0.8119121511478853,2.7744765597716854,1.4335442682178947,0.9070793771223242,0.9706808686153612,1.0927054521313337,4.8338106539010814,1.881724156940921,3.5382275842123114,1.1514604786616836,1.106970506790967,1.2061274627550183,0.20608304205497263,3.0457624273883233,0.7228936276067943,0.17864796361671728,1.1229523115154563,0.24309866939670666,3.9475161408423065,0.5945709777471267,2.3794972598034274,1.4401889116055258,0.4428961979665171,0.7916717288141697,0.4241770101823057,2.362308847671765,0.5916643255388201,0.24478895423006974,0.9075701875686636,0.5278273067540591,3.2625548811823317,1.7405686093962713,3.440147151632331,0.7304383862180209,0.9716822309184681,0.5405207225926406,1.6858125550774243,1.3266787935707407,1.7997530479685695,0.7856289631813254,1.4753927658007313,0.9482564867132987,0.7392374466065015,3.518073976489324,1.0588254689657286,0.5352775485153645,0.9820237309467841,0.784344932664208,1.6782313861068394,1.3319086826477344,1.7992552622247124,0.7858771471227616,1.4946125521011595,0.9507156575559982,0.7739596199061578,3.2496507836163095,1.0135502619337107,0.5207728945445909,0.9458774735954708,0.7097095086651245,0.6765633492445613,0.7973896952051645,1.21243325504883,0.3242393143948411,0.8280124115126829,0.5516321031690694,0.6348926022124194,2.3090702889974484,0.5060076430328915,0.4956352622178225,1.0456427854968429,0.3043447940529567,0.6696049759789011,0.7856402061161046,1.2130395477256566,0.3243760468018001,0.8331987611575894,0.5466551829110556,0.6774652353969548,2.084435765158311,0.5527693389982987,0.5082305498367891,0.956770163334564,0.3383901163556801
